0.0,11,0	Moderator	Moderator/EthanBody	Moderator/EthanGlasses	Moderator/EthanSkeleton	Moderator/EthanSkeleton/EthanHips	Moderator/EthanSkeleton/EthanHips/EthanSpine	Moderator/EthanSkeleton/EthanHips/EthanSpine/EthanLeftUpLeg	Moderator/EthanSkeleton/EthanHips/EthanSpine/EthanLeftUpLeg/EthanLeftLeg	Moderator/EthanSkeleton/EthanHips/EthanSpine/EthanLeftUpLeg/EthanLeftLeg/EthanLeftFoot	Moderator/EthanSkeleton/EthanHips/EthanSpine/EthanLeftUpLeg/EthanLeftLeg/EthanLeftFoot/EthanLeftToe1	Moderator/EthanSkeleton/EthanHips/EthanSpine/EthanRightUpLeg	Moderator/EthanSkeleton/EthanHips/EthanSpine/EthanRightUpLeg/EthanRightLeg	Moderator/EthanSkeleton/EthanHips/EthanSpine/EthanRightUpLeg/EthanRightLeg/EthanRightFoot	Moderator/EthanSkeleton/EthanHips/EthanSpine/EthanRightUpLeg/EthanRightLeg/EthanRightFoot/EthanRightToe1	Moderator/EthanSkeleton/EthanHips/EthanSpine/EthanSpine1	Moderator/EthanSkeleton/EthanHips/EthanSpine/EthanSpine1/EthanSpine2	Moderator/EthanSkeleton/EthanHips/EthanSpine/EthanSpine1/EthanSpine2/EthanNeck	Moderator/EthanSkeleton/EthanHips/EthanSpine/EthanSpine1/EthanSpine2/EthanNeck/EthanHead	Moderator/EthanSkeleton/EthanHips/EthanSpine/EthanSpine1/EthanSpine2/EthanNeck/EthanLeftShoulder	Moderator/EthanSkeleton/EthanHips/EthanSpine/EthanSpine1/EthanSpine2/EthanNeck/EthanLeftShoulder/EthanLeftArm	Moderator/EthanSkeleton/EthanHips/EthanSpine/EthanSpine1/EthanSpine2/EthanNeck/EthanLeftShoulder/EthanLeftArm/EthanLeftForeArm	Moderator/EthanSkeleton/EthanHips/EthanSpine/EthanSpine1/EthanSpine2/EthanNeck/EthanLeftShoulder/EthanLeftArm/EthanLeftForeArm/EthanLeftHand	Moderator/EthanSkeleton/EthanHips/EthanSpine/EthanSpine1/EthanSpine2/EthanNeck/EthanRightShoulder	Moderator/EthanSkeleton/EthanHips/EthanSpine/EthanSpine1/EthanSpine2/EthanNeck/EthanRightShoulder/EthanRightArm	Moderator/EthanSkeleton/EthanHips/EthanSpine/EthanSpine1/EthanSpine2/EthanNeck/EthanRightShoulder/EthanRightArm/EthanRightForeArm	Moderator/EthanSkeleton/EthanHips/EthanSpine/EthanSpine1/EthanSpine2/EthanNeck/EthanRightShoulder/EthanRightArm/EthanRightForeArm/EthanRightHand
17.3482,11,1	-0.7751,0,0.2951,0,342.7037,0,1,1,1	-0.7751,0,0.2951,0,342.7037,0,1,1,1	-0.7751,0,0.2951,0,342.7037,0,1,1,1	-0.7751,0,0.2951,0,342.7037,0,1,1,1	-0.7751,0.7711,0.3013,359.5012,70.7399,268.6146,1,1,1	-0.775,0.8161,0.3,359.5012,70.7402,273.5691,1,1,1	-0.8453,0.7705,0.2768,5.2416,241.7499,93.4415,1,1,1	-0.882,0.4174,0.3356,3.8277,225.4091,93.7544,1,1,1	-0.7827,0.1225,0.2187,355.3123,206.9466,77.846,1,1,1	-0.8665,0.0161,0.2515,355.93,206.8333,351.4163,1,1,1	-0.7049,0.7718,0.3258,356.6713,257.7786,99.1878,1,1,1	-0.7123,0.4293,0.4299,355.8123,272.1147,105.7898,1,1,1	-0.7079,0.1088,0.3412,358.9647,291.8147,89.9215,1,1,1	-0.6685,0.0232,0.4438,359.1968,291.8117,358.6046,1,1,1	-0.7708,0.9641,0.284,357.0388,73.108,282.0732,1,1,1	-0.7785,1.0927,0.2866,357.6189,75.0271,282.0602,1,1,1	-0.7849,1.2214,0.2898,357.6189,75.0271,267.0601,1,1,1	-0.7981,1.314,0.324,0.6804,79.3413,272.5375,1,1,1	-0.8101,1.2203,0.2832,291.6579,38.4597,127.8573,1,1,1	-0.9113,1.1525,0.2483,286.7891,298.2075,245.2503,1,1,1	-0.9388,0.9115,0.2067,291.94,321.5811,234.6199,1,1,1	-0.9606,0.7516,0.2149,13.462,1.5109,178.9832,1,1,1	-0.7598,1.2225,0.2966,66.052,108.4304,124.0138,1,1,1	-0.6516,1.1599,0.3169,67.6607,192.5054,218.227,1,1,1	-0.5858,0.9312,0.254,66.23,187.3943,227.7873,1,1,1	-0.563,0.7715,0.2642,338.8276,151.619,182.9479,1,1,1
17.402,11,1	-0.7751,0,0.3104,0,343.4268,0,1,1,1	-0.7751,0,0.3104,0,343.4268,0,1,1,1	-0.7751,0,0.3104,0,343.4268,0,1,1,1	-0.7751,0,0.3104,0,343.4268,0,1,1,1	-0.7763,0.7713,0.3165,359.7899,71.9417,268.6443,1,1,1	-0.7761,0.8163,0.3153,359.7899,71.9419,273.5988,1,1,1	-0.847,0.771,0.2934,4.6044,242.813,93.6643,1,1,1	-0.8868,0.4182,0.3524,3.8919,228.0786,91.5333,1,1,1	-0.7856,0.1295,0.2225,352.3417,213.3201,75.3825,1,1,1	-0.8646,0.02,0.2568,352.4755,213.2859,346.1699,1,1,1	-0.7056,0.7716,0.3395,356.4585,257.9771,100.8235,1,1,1	-0.7157,0.4321,0.4529,355.0802,271.5931,107.677,1,1,1	-0.7145,0.1087,0.3749,356.9615,291.5221,93.7911,1,1,1	-0.676,0.0308,0.4838,357.2435,291.5369,2.1888,1,1,1	-0.7715,0.9643,0.2995,357.4012,74.1525,282.0426,1,1,1	-0.7784,1.0929,0.3024,357.6762,75.5885,282.1683,1,1,1	-0.7847,1.2217,0.306,357.6762,75.5885,267.1682,1,1,1	-0.7974,1.3142,0.3405,0.4129,79.1555,272.3455,1,1,1	-0.8099,1.2206,0.2995,291.8448,39.3907,127.6212,1,1,1	-0.9117,1.1532,0.2658,285.7956,298.2575,246.075,1,1,1	-0.943,0.9121,0.2275,290.6014,321.9349,235.0751,1,1,1	-0.9667,0.7526,0.2391,12.0495,2.0979,177.9164,1,1,1	-0.7595,1.2227,0.3125,66.0437,109.1782,124.2629,1,1,1	-0.6511,1.16,0.3317,67.1286,192.7849,218.2387,1,1,1	-0.5861,0.9317,0.2664,64.9939,186.8164,226.8917,1,1,1	-0.5627,0.772,0.273,337.6132,151.9283,183.3514,1,1,1
17.4549,11,1	-0.7755,0,0.3241,0,344.1293,0,1,1,1	-0.7755,0,0.3241,0,344.1293,0,1,1,1	-0.7755,0,0.3241,0,344.1293,0,1,1,1	-0.7755,0,0.3241,0,344.1293,0,1,1,1	-0.7787,0.77,0.3298,0.112,73.0432,268.6743,1,1,1	-0.7782,0.815,0.3287,0.1121,73.0434,273.6288,1,1,1	-0.8498,0.7701,0.3081,4.0129,244.3334,92.9622,1,1,1	-0.8894,0.4166,0.3627,4.1398,232.1427,89.33,1,1,1	-0.7903,0.1343,0.2178,353.3628,219.9888,75.2787,1,1,1	-0.8634,0.0244,0.2624,353.4353,219.9699,345.7056,1,1,1	-0.7075,0.7698,0.3515,356.5797,257.7208,103.1011,1,1,1	-0.72,0.4353,0.478,354.9745,270.2416,107.6845,1,1,1	-0.7176,0.1121,0.4001,354.9496,290.3975,96.9347,1,1,1	-0.6818,0.0408,0.5144,355.2796,290.4323,5.0495,1,1,1	-0.7732,0.963,0.3131,357.7853,75.0598,282.0485,1,1,1	-0.7792,1.0917,0.3164,357.7815,76.1229,282.3168,1,1,1	-0.7853,1.2204,0.3204,357.7815,76.1229,267.3168,1,1,1	-0.7976,1.3128,0.3553,0.332,79.1767,272.1797,1,1,1	-0.8106,1.2194,0.3142,292.077,39.9718,127.6138,1,1,1	-0.913,1.1523,0.2813,285.0204,298.3209,246.984,1,1,1	-0.9472,0.9112,0.2459,289.5977,322.4207,235.5789,1,1,1	-0.972,0.7522,0.2605,10.3999,2.9505,177.1704,1,1,1	-0.7601,1.2214,0.3267,66.0424,110.1226,124.7034,1,1,1	-0.6515,1.1585,0.3447,66.9157,193.6951,218.5301,1,1,1	-0.5879,0.9303,0.278,64.1141,186.617,225.775,1,1,1	-0.5634,0.7706,0.2816,336.5007,152.5914,183.6755,1,1,1
17.5093,11,1	-0.7763,0,0.338,0,344.7352,0,1,1,1	-0.7763,0,0.338,0,344.7352,0,1,1,1	-0.7763,0,0.338,0,344.7352,0,1,1,1	-0.7763,0,0.338,0,344.7352,0,1,1,1	-0.7811,0.7682,0.3426,0.3319,73.8977,268.6874,1,1,1	-0.7805,0.8132,0.3416,0.332,73.898,273.6419,1,1,1	-0.8525,0.7686,0.322,3.8026,246.0561,92.0253,1,1,1	-0.8892,0.4141,0.372,4.1937,235.7086,88.0794,1,1,1	-0.7959,0.1357,0.2162,354.8808,224.3008,75.9906,1,1,1	-0.8644,0.0265,0.2693,354.9744,224.2778,346.5391,1,1,1	-0.7096,0.7678,0.3633,356.5142,258.0053,103.9189,1,1,1	-0.7227,0.4351,0.4944,355.0048,269.6592,107.3354,1,1,1	-0.7193,0.1124,0.4146,354.9985,289.267,97.5152,1,1,1	-0.6854,0.0423,0.5302,355.3612,289.3083,5.4414,1,1,1	-0.7751,0.9612,0.3261,358.2325,75.7345,282.1856,1,1,1	-0.7802,1.0899,0.33,357.9945,76.5751,282.4263,1,1,1	-0.7859,1.2186,0.3344,357.9945,76.5751,267.4263,1,1,1	-0.7976,1.311,0.3697,0.4031,79.3751,272.0762,1,1,1	-0.8112,1.2177,0.3284,292.2878,40.4631,127.5698,1,1,1	-0.914,1.151,0.2961,284.5607,298.4687,247.6535,1,1,1	-0.9501,0.9098,0.2628,289.0172,322.7009,236.0121,1,1,1	-0.9754,0.7511,0.2792,9.3929,3.3732,176.7383,1,1,1	-0.7606,1.2195,0.3405,66.1324,110.9854,125.1653,1,1,1	-0.6521,1.1563,0.3575,66.8584,195.0769,219.1589,1,1,1	-0.5904,0.9278,0.29,63.5796,187.0431,224.9831,1,1,1	-0.5651,0.7682,0.2915,335.6275,153.5573,183.7963,1,1,1
17.5867,11,1	-0.777,0,0.3581,0,345.669,0,1,1,1	-0.777,0,0.3581,0,345.669,0,1,1,1	-0.777,0,0.3581,0,345.669,0,1,1,1	-0.777,0,0.3581,0,345.669,0,1,1,1	-0.7841,0.7668,0.3623,0.1615,74.9036,268.6922,1,1,1	-0.7837,0.8118,0.3613,0.1616,74.9039,273.6467,1,1,1	-0.8559,0.767,0.343,4.5688,249.5397,90.8094,1,1,1	-0.8824,0.4112,0.3897,3.5532,240.0649,87.5185,1,1,1	-0.8027,0.1347,0.2234,354.359,226.7786,76.2848,1,1,1	-0.8698,0.026,0.2792,354.6269,226.7168,347.8498,1,1,1	-0.7123,0.7666,0.3817,356.2404,258.2913,102.4429,1,1,1	-0.7248,0.4305,0.5042,355.0528,269.0841,107.8137,1,1,1	-0.7204,0.1071,0.4271,357.7308,288.2977,93.7058,1,1,1	-0.6872,0.029,0.5376,358.132,288.3157,1.4276,1,1,1	-0.7791,0.9598,0.3456,359.3109,76.6693,282.3316,1,1,1	-0.7818,1.0886,0.3504,358.6232,77.2112,282.4084,1,1,1	-0.786,1.2173,0.3552,358.6232,77.2112,267.4083,1,1,1	-0.7964,1.3097,0.3908,0.6093,79.8578,271.8177,1,1,1	-0.8114,1.2167,0.3495,292.6336,41.7863,126.8298,1,1,1	-0.9151,1.1508,0.3182,284.2513,298.7662,248.0398,1,1,1	-0.9525,0.9097,0.2863,288.6761,323.6608,235.826,1,1,1	-0.9783,0.7511,0.3038,9.1425,4.4986,177.1787,1,1,1	-0.7607,1.2179,0.361,66.5044,112.0925,125.7241,1,1,1	-0.6525,1.1539,0.3768,66.7794,197.171,220.4715,1,1,1	-0.5939,0.9248,0.3086,63.1805,188.5016,225.053,1,1,1	-0.5688,0.7652,0.3084,334.8515,154.9439,184.3224,1,1,1
17.6623,11,1	-0.7779,0,0.3788,0,346.5207,0,1,1,1	-0.7779,0,0.3788,0,346.5207,0,1,1,1	-0.7779,0,0.3788,0,346.5207,0,1,1,1	-0.7779,0,0.3788,0,346.5207,0,1,1,1	-0.7857,0.7658,0.3823,359.8537,75.7698,268.8327,1,1,1	-0.7856,0.8108,0.3813,359.8538,75.77,273.7872,1,1,1	-0.8578,0.7656,0.3641,5.2431,252.4891,92.0067,1,1,1	-0.8802,0.4109,0.4204,2.8436,242.9746,86.5078,1,1,1	-0.81,0.1379,0.2442,352.8214,227.5605,73.5108,1,1,1	-0.8753,0.0255,0.2947,353.4171,227.4028,347.023,1,1,1	-0.7137,0.766,0.4006,356.0945,258.9172,101.0901,1,1,1	-0.7243,0.427,0.5152,355.1965,268.9271,107.1339,1,1,1	-0.7187,0.1045,0.4344,359.0649,287.3223,90.6613,1,1,1	-0.687,0.0203,0.5408,359.4961,287.3181,358.2158,1,1,1	-0.782,0.9589,0.3657,0.2011,77.236,282.2711,1,1,1	-0.7827,1.0876,0.3709,359.2889,77.5841,282.1674,1,1,1	-0.7854,1.2165,0.3755,359.2889,77.5841,267.1674,1,1,1	-0.7944,1.309,0.4109,0.8026,80.5533,271.4145,1,1,1	-0.8108,1.2161,0.3699,293.0323,43.5032,125.3639,1,1,1	-0.9155,1.1514,0.3395,284.276,299.6538,247.6001,1,1,1	-0.9533,0.9104,0.3074,288.8511,324.937,235.2311,1,1,1	-0.9789,0.7518,0.3244,9.5755,5.5234,178.0476,1,1,1	-0.76,1.2168,0.3811,67.1873,112.8538,126.171,1,1,1	-0.6525,1.1514,0.3963,66.832,198.969,221.9923,1,1,1	-0.5966,0.9215,0.3287,63.3273,190.0331,226.2757,1,1,1	-0.5729,0.7616,0.329,335.2701,155.0841,185.0085,1,1,1
17.7145,11,1	-0.7784,0,0.3908,0,347.0816,0,1,1,1	-0.7784,0,0.3908,0,347.0816,0,1,1,1	-0.7784,0,0.3908,0,347.0816,0,1,1,1	-0.7784,0,0.3908,0,347.0816,0,1,1,1	-0.7857,0.7658,0.3938,359.6498,76.2122,268.8762,1,1,1	-0.7857,0.8108,0.3927,359.6499,76.2125,273.8307,1,1,1	-0.8579,0.7654,0.3761,5.3688,254.373,94.7921,1,1,1	-0.8825,0.4139,0.4496,2.7983,245.6943,85.516,1,1,1	-0.8192,0.1443,0.266,352.2583,230.0836,69.2028,1,1,1	-0.878,0.0263,0.3113,352.7238,229.9184,342.0232,1,1,1	-0.7135,0.7663,0.4115,355.9381,259.2078,99.9901,1,1,1	-0.7234,0.4251,0.5196,355.2977,268.9495,106.1023,1,1,1	-0.717,0.1041,0.4329,359.4088,286.9731,90.1593,1,1,1	-0.6857,0.0189,0.5387,359.8742,286.9636,357.5196,1,1,1	-0.7828,0.9589,0.3771,0.5891,77.5317,282.3415,1,1,1	-0.7827,1.0876,0.3826,359.692,77.8821,282.048,1,1,1	-0.7843,1.2165,0.3871,359.692,77.8821,267.048,1,1,1	-0.7925,1.3091,0.4226,0.9444,81.2652,271.1548,1,1,1	-0.8098,1.2163,0.3817,293.3166,44.5421,124.5402,1,1,1	-0.9151,1.1524,0.3518,284.5423,301.0031,246.7459,1,1,1	-0.9527,0.9115,0.3188,289.2552,325.749,235.0487,1,1,1	-0.9776,0.7526,0.3351,10.2348,5.9931,178.6111,1,1,1	-0.7589,1.2166,0.3927,67.6095,113.332,126.4526,1,1,1	-0.6518,1.1505,0.4075,66.886,200.31,223.3254,1,1,1	-0.598,0.9198,0.3407,63.6388,191.4437,227.7999,1,1,1	-0.576,0.7597,0.3422,336.2444,154.9372,185.336,1,1,1
17.7687,11,1	-0.7791,0,0.4016,0,347.6281,0,1,1,1	-0.7791,0,0.4016,0,347.6281,0,1,1,1	-0.7791,0,0.4016,0,347.6281,0,1,1,1	-0.7791,0,0.4016,0,347.6281,0,1,1,1	-0.785,0.7674,0.4047,359.4281,76.5534,268.8965,1,1,1	-0.7852,0.8124,0.4036,359.4282,76.5536,273.851,1,1,1	-0.8573,0.7666,0.3874,5.5438,256.3065,97.1679,1,1,1	-0.8821,0.4187,0.4759,3.1115,249.083,85.6278,1,1,1	-0.8286,0.1486,0.2899,352.9463,233.6785,68.043,1,1,1	-0.882,0.029,0.3376,353.0762,233.6268,338.8413,1,1,1	-0.7127,0.7681,0.422,355.7364,259.3474,98.3436,1,1,1	-0.7219,0.4239,0.5202,355.4169,268.9971,105.294,1,1,1	-0.7148,0.1041,0.429,359.6822,286.9494,90.1048,1,1,1	-0.6831,0.0188,0.5346,0.1876,286.9377,357.2376,1,1,1	-0.783,0.9604,0.3879,0.8307,77.7933,282.3289,1,1,1	-0.7823,1.0892,0.3935,359.9362,78.1915,282.0014,1,1,1	-0.7834,1.218,0.398,359.9362,78.1915,267.0013,1,1,1	-0.7909,1.3107,0.4335,1.1185,82.1643,270.9821,1,1,1	-0.8088,1.218,0.3927,293.4608,45.1246,124.2044,1,1,1	-0.9145,1.1545,0.3633,285.0062,302.6984,245.7887,1,1,1	-0.9514,0.9136,0.3289,289.9705,326.8965,234.88,1,1,1	-0.9752,0.7544,0.3438,11.3648,6.6273,179.3613,1,1,1	-0.7579,1.218,0.4034,67.919,113.9706,126.8359,1,1,1	-0.6511,1.1513,0.4177,67.0574,201.7641,224.6663,1,1,1	-0.5993,0.9198,0.3521,64.1373,193.0471,229.3631,1,1,1	-0.5789,0.7595,0.3553,337.4258,155.031,185.2495,1,1,1
17.8452,11,1	-0.78,0,0.4167,0,348.3463,0,1,1,1	-0.78,0,0.4167,0,348.3463,0,1,1,1	-0.78,0,0.4167,0,348.3463,0,1,1,1	-0.78,0,0.4167,0,348.3463,0,1,1,1	-0.7826,0.7719,0.4211,359.3043,77.0884,268.9053,1,1,1	-0.7829,0.8168,0.4201,359.3044,77.0886,273.8598,1,1,1	-0.8551,0.771,0.4045,5.9459,258.9092,98.1331,1,1,1	-0.8747,0.4246,0.5003,3.4467,253.2507,88.681,1,1,1	-0.837,0.1445,0.3254,354.3393,237.43,73.1656,1,1,1	-0.8898,0.0313,0.3873,354.336,237.431,343.1461,1,1,1	-0.7101,0.7728,0.4377,355.4709,259.4861,95.3195,1,1,1	-0.7177,0.4234,0.5178,355.7138,269.066,104.7057,1,1,1	-0.7089,0.1043,0.4233,359.8576,287.4734,90.045,1,1,1	-0.6761,0.0189,0.5284,0.433,287.4574,356.7796,1,1,1	-0.7811,0.9649,0.4043,0.6989,78.0441,282.134,1,1,1	-0.7806,1.0937,0.4094,359.9305,78.5614,281.9299,1,1,1	-0.7817,1.2225,0.4137,359.9305,78.5614,266.9299,1,1,1	-0.7889,1.3152,0.4492,1.2001,83.0537,271.0417,1,1,1	-0.8072,1.2225,0.4086,293.3159,45.2634,124.3477,1,1,1	-0.9128,1.1586,0.3798,285.9639,304.3934,245.1455,1,1,1	-0.9474,0.9178,0.3432,291.4497,328.705,234.6522,1,1,1	-0.9688,0.758,0.3552,13.1267,7.9066,180.4023,1,1,1	-0.7562,1.2225,0.419,68.1981,114.7128,127.1814,1,1,1	-0.6497,1.1552,0.4325,67.6259,203.7362,226.3555,1,1,1	-0.5998,0.9225,0.3697,65.1653,195.2678,231.2079,1,1,1	-0.5808,0.7622,0.376,339.293,155.5944,184.705,1,1,1
17.9003,11,1	-0.7807,0,0.4252,0,348.8353,0,1,1,1	-0.7807,0,0.4252,0,348.8353,0,1,1,1	-0.7807,0,0.4252,0,348.8353,0,1,1,1	-0.7807,0,0.4252,0,348.8353,0,1,1,1	-0.78,0.775,0.4312,359.3059,77.4926,268.8743,1,1,1	-0.7803,0.8199,0.4301,359.306,77.4928,273.8288,1,1,1	-0.8526,0.7741,0.4151,6.0492,260.3057,97.3328,1,1,1	-0.8683,0.4264,0.5067,3.5411,255.3584,92.4916,1,1,1	-0.8407,0.135,0.3491,355.3769,238.7187,77.8911,1,1,1	-0.8946,0.0287,0.4213,355.2809,238.7399,347.3314,1,1,1	-0.7074,0.7759,0.4473,355.3448,259.6083,93.2741,1,1,1	-0.7136,0.4235,0.515,355.9497,269.1169,104.4945,1,1,1	-0.7035,0.1045,0.4193,359.8616,287.9716,90.0108,1,1,1	-0.6697,0.019,0.5241,0.5113,287.9508,356.3234,1,1,1	-0.7786,0.968,0.4142,0.3852,78.2222,282.0012,1,1,1	-0.7787,1.0968,0.4189,359.7552,78.8076,281.906,1,1,1	-0.7801,1.2256,0.4231,359.7552,78.8076,266.9059,1,1,1	-0.7875,1.3184,0.4585,1.2508,82.1487,271.2528,1,1,1	-0.8056,1.2255,0.4181,293.1154,45.0212,124.758,1,1,1	-0.911,1.1612,0.3896,286.8332,305.249,244.845,1,1,1	-0.9433,0.9203,0.3509,292.675,329.318,234.6591,1,1,1	-0.9627,0.7602,0.3602,14.5645,8.2057,181.5571,1,1,1	-0.7546,1.2257,0.4282,68.259,115.1516,127.3075,1,1,1	-0.6481,1.1583,0.4412,68.0975,204.7798,227.2257,1,1,1	-0.599,0.9249,0.3804,65.8979,196.6444,232.217,1,1,1	-0.5804,0.7646,0.3889,340.5038,156.2269,184.4235,1,1,1
17.9505,11,1	-0.7817,0,0.4297,0,349.2961,0,1,1,1	-0.7817,0,0.4297,0,349.2961,0,1,1,1	-0.7817,0,0.4297,0,349.2961,0,1,1,1	-0.7817,0,0.4297,0,349.2961,0,1,1,1	-0.7786,0.7771,0.4363,359.2993,78.0447,268.8369,1,1,1	-0.7789,0.8221,0.4351,359.2993,78.0449,273.7914,1,1,1	-0.8513,0.7762,0.4209,5.8721,260.4246,96.0114,1,1,1	-0.8664,0.4264,0.5044,3.633,255.1575,96.1905,1,1,1	-0.842,0.1254,0.3657,356.0533,237.9456,81.9485,1,1,1	-0.8994,0.0256,0.4442,355.8654,237.974,350.8688,1,1,1	-0.7058,0.778,0.4517,355.7021,260.632,91.9504,1,1,1	-0.7074,0.4239,0.5119,356.1779,269.6002,104.4668,1,1,1	-0.6969,0.1047,0.4158,359.7944,287.7735,90.0028,1,1,1	-0.6635,0.0192,0.5207,0.4841,287.75,356.0883,1,1,1	-0.7774,0.9701,0.4191,359.9371,78.4747,282.1618,1,1,1	-0.7785,1.0989,0.424,359.4107,79.0065,282.0796,1,1,1	-0.7807,1.2277,0.4284,359.4107,79.0065,267.0795,1,1,1	-0.7886,1.3203,0.464,1.142,83.0186,271.2668,1,1,1	-0.8063,1.2274,0.4235,292.8499,43.8927,126.0054,1,1,1	-0.9111,1.1622,0.3948,288.0048,306.2115,243.9595,1,1,1	-0.94,0.9215,0.3525,294.2675,329.758,234.2577,1,1,1	-0.9576,0.761,0.3577,16.3637,8.3291,183.3144,1,1,1	-0.7552,1.228,0.4335,68.0912,115.6185,127.5632,1,1,1	-0.6485,1.1607,0.4458,68.7236,205.2408,227.678,1,1,1	-0.5989,0.9267,0.3876,66.8226,197.8825,233.0485,1,1,1	-0.5805,0.7666,0.3987,341.7874,157.0274,184.5875,1,1,1
18.0036,11,1	-0.7827,0,0.4321,0,349.7248,0,1,1,1	-0.7827,0,0.4321,0,349.7248,0,1,1,1	-0.7827,0,0.4321,0,349.7248,0,1,1,1	-0.7827,0,0.4321,0,349.7248,0,1,1,1	-0.7768,0.7788,0.4394,359.261,78.3286,268.8508,1,1,1	-0.7771,0.8237,0.4382,359.261,78.3288,273.8053,1,1,1	-0.8496,0.7778,0.4243,5.6924,260.2433,94.3292,1,1,1	-0.8641,0.4256,0.4976,3.8598,254.9453,99.8408,1,1,1	-0.8425,0.1161,0.3781,357.313,237.3234,85.4292,1,1,1	-0.9018,0.0222,0.4623,357.0536,237.3475,353.9499,1,1,1	-0.7039,0.7797,0.4544,356.1527,261.5327,91.027,1,1,1	-0.7011,0.4246,0.5095,356.4115,270.0742,104.5375,1,1,1	-0.69,0.105,0.4136,359.5325,287.5741,89.9871,1,1,1	-0.6574,0.0195,0.5188,0.2559,287.548,355.8807,1,1,1	-0.7758,0.9718,0.4223,359.3787,78.6388,282.4174,1,1,1	-0.7782,1.1006,0.4274,359.0578,79.2423,282.2665,1,1,1	-0.7813,1.2293,0.4322,359.0578,79.2423,267.2665,1,1,1	-0.7896,1.3218,0.468,1.0192,84.0706,271.2104,1,1,1	-0.8069,1.2289,0.4274,292.5739,42.652,127.3939,1,1,1	-0.911,1.1627,0.3985,289.1068,306.7688,243.5607,1,1,1	-0.9367,0.9222,0.3531,295.751,329.9125,234.0231,1,1,1	-0.9525,0.7614,0.3546,17.9475,8.1688,184.9755,1,1,1	-0.7557,1.2298,0.4371,67.9175,116.4363,128.0264,1,1,1	-0.6489,1.1625,0.4484,69.2065,205.611,227.8749,1,1,1	-0.5989,0.9283,0.392,67.4551,198.852,233.4538,1,1,1	-0.5802,0.7683,0.4046,342.6617,157.8934,184.9632,1,1,1
18.0604,11,1	-0.7835,0,0.4328,0,350.1452,0,1,1,1	-0.7835,0,0.4328,0,350.1452,0,1,1,1	-0.7835,0,0.4328,0,350.1452,0,1,1,1	-0.7835,0,0.4328,0,350.1452,0,1,1,1	-0.7744,0.7803,0.4409,359.1859,78.4239,268.9107,1,1,1	-0.7748,0.8252,0.4398,359.186,78.4241,273.8652,1,1,1	-0.8472,0.7792,0.426,5.5482,260.0113,92.7923,1,1,1	-0.8611,0.4246,0.49,4.0433,254.7418,102.7225,1,1,1	-0.8418,0.1088,0.3858,358.7009,236.7085,88.0416,1,1,1	-0.9023,0.0196,0.4741,358.3789,236.7247,356.2126,1,1,1	-0.7015,0.7813,0.4558,356.6253,262.2687,90.4493,1,1,1	-0.6946,0.4255,0.5077,356.809,271.0916,104.8114,1,1,1	-0.683,0.1054,0.4132,359.2211,288.6592,90.1993,1,1,1	-0.6488,0.0202,0.5181,359.9734,288.6337,355.9296,1,1,1	-0.7737,0.9733,0.424,358.7128,78.7624,282.7155,1,1,1	-0.7777,1.102,0.4295,358.709,79.5672,282.4963,1,1,1	-0.7816,1.2308,0.4346,358.709,79.5672,267.4963,1,1,1	-0.7904,1.3231,0.4708,0.8648,85.4234,271.0788,1,1,1	-0.8072,1.2302,0.43,292.309,41.1974,129.0499,1,1,1	-0.9107,1.1629,0.401,290.0697,306.9593,243.4488,1,1,1	-0.9333,0.9226,0.353,297.0799,330.0702,233.6688,1,1,1	-0.9476,0.7616,0.351,19.281,8.0976,186.4758,1,1,1	-0.756,1.2313,0.4394,67.7436,117.5474,128.6701,1,1,1	-0.6491,1.1642,0.4494,69.4732,205.7852,227.6761,1,1,1	-0.5987,0.9298,0.3935,67.7247,199.4502,233.2489,1,1,1	-0.5793,0.7699,0.4066,342.9627,158.9577,185.4454,1,1,1
